,Adair,Adams,Allamakee,Appanoose,Audubon,Benton,Black Hawk,Boone,Bremer,Buchanan,Buena Vista,Butler,Calhoun,Carroll,Cass,Cedar,Cerro Gordo,Cherokee,Chickasaw,Clarke,Clay,Clayton,Clinton,Crawford,Dallas,Davis,Decatur,Delaware,Des Moines,Dickinson,Dubuque,Emmet,Fayette,Floyd,Franklin,Fremont,Greene,Grundy,Guthrie,Hamilton,Hancock,Hardin,Harrison,Henry,Howard,Humboldt,Ida,Iowa,Jackson,Jasper,Jefferson,Johnson,Jones,Keokuk,Kossuth,Lee,Linn,Louisa,Lucas,Lyon,Madison,Mahaska,Marion,Marshall,Mills,Mitchell,Monona,Monroe,Montgomery,Muscatine,Osceola,Page,Palo Alto,Plymouth,Pocahontas,Polk,Pottawattamie,Poweshiek,Ringgold,Sac,Scott,Shelby,Sioux,Story,Tama,Taylor,Union,Van Buren,Wapello,Warren,Washington,Wayne,Webster,Winnebago,Winneshiek,Woodbury,Worth,Wright
Davis,0.00888916061606261,0.00829531361405506,0.00536080317879413,0.0404298960386132,0.00704845329376908,0.0109823410359843,0.00825164003135708,0.00836627088335047,0.00732782337255725,0.00817102972858684,0.00524961355405836,0.00747849115620408,0.00620489383579541,0.00667973288684076,0.00761850459294819,0.0103344763221241,0.00622892538753331,0.00460060177867219,0.00617861757331703,0.0139534189142654,0.00467587827460235,0.00636299304235933,0.00808954742036675,0.00587292796389939,0.00978702675438739,0,0.0140514093018035,0.00772140031343673,0.0149023126501901,0.00436828870589636,0.00666103647875792,0.00468043490441229,0.00696269178603171,0.00624885550621411,0.00723925706885838,0.00578105933333618,0.00738575682518363,0.0086951746065118,0.00798932834773149,0.00770400778383871,0.00582270165336504,0.00833009854340404,0.00510359089736715,0.0215868442648683,0.00574090684164842,0.00596346374935993,0.00513365889030901,0.0148117272017751,0.00684256913585086,0.0144944611691479,0.0307088034340537,0.0138513700088355,0.00837588769165181,0.0235947825909806,0.00521413424525658,0.0180479577277364,0.0100388262222386,0.013314716249563,0.0192279810122823,0.00364492730836355,0.0115441446695089,0.0253430176895362,0.01786930413513,0.010647733783439,0.00567130960440167,0.00555742856997881,0.00471738601128401,0.0312776523214212,0.00688447805237306,0.0114854148151878,0.00414130757380683,0.00709300135610237,0.00507235580665332,0.00398696230404118,0.00572663848197063,0.0134135061552601,0.00550800498138645,0.0159212511800308,0.0103441272934699,0.00558160838051115,0.00845021213345965,0.00627083363729564,0.00384348592553341,0.00993723749521788,0.010847285632161,0.008315790468719,0.0100827059265191,0.0326738838005627,0.0458184907161584,0.0140006076698897,0.0152725010068062,0.0204453948595928,0.00683257998763183,0.0051435849564088,0.005491376272185,0.00433859437691944,0.00539735231899158,0.00637264594968926
Decatur,0.0191317274354549,0.0179988557192665,0.00423061693509132,0.0195992527649185,0.0112530767352464,0.00749204402336472,0.00650658550996241,0.0108107306157671,0.00608282425634211,0.00600361268511374,0.00633458379133735,0.00666611586752842,0.00777054005511045,0.0095545513823325,0.0143317910475741,0.00603885221123126,0.00589333585223774,0.00552212495583592,0.00527174964755409,0.0647192880689295,0.00533807285058131,0.0047154700060933,0.00497635322387933,0.00821882417366353,0.0164511079916714,0.0128585448864429,0,0.0054474731908127,0.00663679425349996,0.00481283564663574,0.00465162859543398,0.00504917929013276,0.00538439878815103,0.00571028888995762,0.00697076663697357,0.00897457859440427,0.010261691802051,0.00760451597111751,0.013113084927262,0.00847151185088456,0.00599488532601252,0.00820940673539917,0.00709575813404721,0.00795245526127636,0.00495186279212874,0.00664690646883831,0.00656063321454226,0.0084517843409355,0.00456225758343355,0.0137616223749864,0.00937875271083864,0.00716307496613596,0.0054923887701719,0.00998208254534596,0.00545219549773723,0.00724217453112055,0.00657258140202148,0.00648129165170735,0.0325042073830109,0.00410662557192897,0.0250550433473503,0.0140048357939077,0.0167670249143672,0.00937669788789712,0.00868342231521142,0.00506650661577344,0.0061725558898843,0.0193332726724437,0.0122860972657261,0.00610254379447824,0.00465746165007668,0.0130259982540565,0.00568717011813726,0.00474389888947952,0.00680955640247405,0.0170504895802432,0.00817651212927897,0.01049635084351,0.0345463372921607,0.0071100985428207,0.00510189239709579,0.00950402396105949,0.00443600040010649,0.0111909603084859,0.00816699154666843,0.0184146727039531,0.0312823172139434,0.00899390718349686,0.0116602995123131,0.0185373647968761,0.00741832298135346,0.0397221190408771,0.00803241701945391,0.00516928253797059,0.00451766083891384,0.00538173730286234,0.0051785568234917,0.00671727084033487
Delaware,0.00548611665120991,0.00500991669242835,0.0166815047385575,0.00687473116702622,0.00522680694738298,0.0212975755140353,0.0219421505591527,0.007205941203212,0.0180379147132718,0.043624699523214,0.00518830724326767,0.0131994634302813,0.00589584519696973,0.00546684008299817,0.00499733530830323,0.0204011182696494,0.0100478804656815,0.00446052498735686,0.0147727207432053,0.00622049674336825,0.00495518568845313,0.035391779309098,0.015038942523117,0.00484535209670787,0.00658913403845115,0.00756101494820548,0.0058291762746033,0,0.00862486489920259,0.00486451081660075,0.0289502981197902,0.00550419002099951,0.0323497438506347,0.0112454925697853,0.0104492089195898,0.00386135942397584,0.00617451580138877,0.0135540506634333,0.0057923686537696,0.00832851961623337,0.00766724072692658,0.0102926783628868,0.00403035642703859,0.00952561263907196,0.0130514914743897,0.00673560364416403,0.00463828665671501,0.0154858946995144,0.0182733821660753,0.009363495818414,0.00964536909123312,0.015504983136538,0.0425815461151096,0.0112025910821431,0.00662787604959771,0.00762504996757677,0.0324142413268883,0.0113918643099191,0.00698549692540465,0.00369858233218902,0.00650207183099234,0.0092923430615762,0.0086159246793073,0.0119044644647203,0.00396482767356473,0.0101874019297135,0.0039893596920324,0.00772521457048606,0.00446047423640138,0.0134598911036136,0.00438002294509477,0.00429746964685951,0.00562545481139768,0.00375195350973568,0.00583680158200857,0.00804395400722249,0.00404331337184365,0.0121146022939692,0.0051060717629341,0.00514865402005952,0.0146795960006157,0.00478776463774259,0.00378630671287037,0.00873057100736029,0.0163865106247521,0.00464588850307156,0.00538698480172587,0.00790924303982946,0.00906757159108221,0.00787311476773486,0.0138494021141215,0.00622736570302319,0.00699097435911057,0.00712830458970785,0.0151555643489963,0.00389971731398497,0.00845016740275377,0.0079054399215765
Des Moines,0.00673879782671866,0.00637470020697948,0.0069336979813967,0.012909462766953,0.00586588773222789,0.0121463340346578,0.00916420560643286,0.0070244466972059,0.00810773361234618,0.00998543971249373,0.00494870564113588,0.00771860433795368,0.0056295875766617,0.00575406293648964,0.00607064096868881,0.0178981999650823,0.00647954634451642,0.00440809311288366,0.00702110481984486,0.00867330123741694,0.0045744277012748,0.008624966480884,0.0157963589256949,0.00519057096424747,0.00743136848741471,0.0176659661653136,0.00859745947197224,0.0104412380379349,0,0.00437824414271014,0.00997569502943619,0.00471023814317564,0.0085308781614229,0.00666490478976937,0.00715678835524977,0.00494256734882815,0.00628187479666377,0.00859113256202884,0.00644646067419818,0.00699284773875917,0.00582350409395893,0.00776687858094648,0.00458554624572575,0.0464601572907856,0.00657307436817016,0.00570417443784668,0.00474763621692884,0.0155884913772555,0.0114096362050027,0.0103392106905835,0.0268181118077856,0.0219738697819611,0.0126294825640508,0.0186512369720737,0.00526443509935979,0.0591372870495771,0.012912856271637,0.0424584803648534,0.0102542840066338,0.00365889549521253,0.00803511307345554,0.0136563139161493,0.0109818130103234,0.00948822134190532,0.00489158796772571,0.00609486044231199,0.00435810490242714,0.0126590457722636,0.00561305166007516,0.0275730109542422,0.00412612112550242,0.00570008610470882,0.00495828667422444,0.00387597043308758,0.00536496731942257,0.00929714661010697,0.0048135136011389,0.0128437473076596,0.00724173907322044,0.0051161590969819,0.0171084876755455,0.00537795398696988,0.00379967618409592,0.00819277455543781,0.0107767705647945,0.00633039729192795,0.00718310787930654,0.0315405658550338,0.0188032247276427,0.00940667034924623,0.0247038208861308,0.0102211098776191,0.00622354364367108,0.00532822604652561,0.00668787464620573,0.00411875444510114,0.00572277993199647,0.00618161105040292
Dickinson,0.00761773212245506,0.00708014785097824,0.00571768900506893,0.00525402105944077,0.00952764967872248,0.00627785403465463,0.00715170599281471,0.0102890234868892,0.00771921626870225,0.00630232405403504,0.0233202416019491,0.0088517953202169,0.0156795647754562,0.0114900144084408,0.00779317042318452,0.0049101599064712,0.0108747488691516,0.0226133211019663,0.00797689084178316,0.00638339067503611,0.0536776180308813,0.00548649846727525,0.00433700021481129,0.0117283679361548,0.00839319236696088,0.00495755816968771,0.00596878005064897,0.00563782551310904,0.00419153152269833,0,0.00489035035384881,0.0468121889159742,0.00648607511168797,0.00979045428480984,0.0102921845727044,0.00619124170023503,0.0112405401759124,0.00825937406838737,0.00927983926640027,0.0111874704975853,0.0154149009428876,0.00955303924174354,0.00903539527901507,0.0046043207204196,0.00805413548616466,0.0180303538803121,0.0157457753505458,0.00577901819322011,0.00445286658734844,0.00705922344411991,0.00493283309921312,0.00506974690175216,0.00515182534439007,0.0054565143158301,0.0209593631804808,0.00416596844881922,0.00576294257421916,0.00447422118712202,0.00611802636280848,0.0172391827577818,0.00733968833521019,0.00593181673989388,0.00656158704920019,0.00777512972544262,0.00690603419888199,0.00978991205815012,0.0107488860213277,0.00571624898346178,0.00699536873148469,0.00454463966317262,0.0455964806792392,0.00615698368677787,0.0355409934314487,0.0140750233839948,0.0202771057643715,0.00732311286010743,0.00773667192610534,0.00635355726282238,0.00599960738511072,0.0167654586772349,0.00434522106650488,0.00973416069240498,0.017104314027322,0.00880948203307247,0.0069131776139147,0.00611413166242585,0.00663685661994977,0.00452111047995536,0.00524745233959487,0.00715261563884688,0.00500539092456074,0.00554250990000346,0.0137434814476619,0.016476649330736,0.00669150287363662,0.0127696091767057,0.0122794242241384,0.0140801973897429
Dubuque,0.00574628232642851,0.00532652336705346,0.020351058998602,0.00727255182028915,0.00548352194189325,0.0157317977335713,0.0155067380723653,0.00713843068441602,0.0141211932369553,0.0215758467456229,0.00545755388055942,0.0113388135967232,0.00606252235021865,0.00568721175779952,0.00529733791768219,0.0218745550117444,0.00948136993033813,0.00479507351516517,0.0131432975532452,0.00647124124213666,0.00527361204184754,0.0413598197537416,0.0235061080567836,0.00513264894886886,0.00667506018791086,0.00806558979103073,0.00615499081560812,0.0357983764629855,0.0101895207574383,0.005217684408426,0,0.00581356345549669,0.0211799994843845,0.0104021328964026,0.00957010328449859,0.00423767683920999,0.00629434784564999,0.0114213775467179,0.00598322247740077,0.00800307495803134,0.00762076380171558,0.00939423145328382,0.00437622059071285,0.0105111900484399,0.0123487827692959,0.00680132039383603,0.00494724499827069,0.0136305319458888,0.0450231489053279,0.00891794145530878,0.0101647749519013,0.0154438554381093,0.0391379527912628,0.0109936299346387,0.00680050577348415,0.00885498907453299,0.0209371221213177,0.0132574021536781,0.00718150395236261,0.00408568937598945,0.00664615727437988,0.00915868963909305,0.00844919252318089,0.0104773562310893,0.00432781241083081,0.00993764806934481,0.0043357495831241,0.00791699320756339,0.00480850253919996,0.0159579859768828,0.00474940840418915,0.0046726918213812,0.00587967101113525,0.00411771466031276,0.0060263332830832,0.00789921123947821,0.00439534377180682,0.0110019749196117,0.005467851377564,0.00541015396785388,0.0217312967304706,0.00508465955171773,0.00416147601280082,0.00831513344370347,0.0130891671644527,0.00501617909780229,0.00569455790521328,0.00876436002732502,0.00932825670445521,0.00778307640342483,0.0141305673543692,0.00658779720850074,0.00697246549904257,0.00728881929146057,0.01540985738341,0.00425365455615225,0.00843637498875781,0.0077452251412357
Emmet,0.00744367554748373,0.00681047479497674,0.00614686519320241,0.0052845646192433,0.00912281028288705,0.00671690520497228,0.00788132622164235,0.0109326372693299,0.00866475292278049,0.00682409800348349,0.0208159692736623,0.0101488553585079,0.0161823337582577,0.0111254003255083,0.00745083333594434,0.00511889342536682,0.013286518199206,0.016358152290872,0.00907039962470537,0.00637161985891666,0.0329424136872091,0.00586034121625786,0.0044803051066624,0.010700520987026,0.00852764910292178,0.0050138500395709,0.00591063283987355,0.00602135900986767,0.00425641801159606,0.0441862957406239,0.00514319783338104,0,0.00708800694400039,0.0116486211641322,0.012114203641196,0.00570813330728604,0.0114604316656352,0.0092279305917352,0.00917541977935739,0.0127348476110374,0.0211205960550873,0.0108150388372642,0.00794389771344035,0.00469984609705687,0.00918185814088644,0.0232810561012607,0.0132761855661241,0.00607194823370699,0.00462917305478249,0.00739968176164564,0.00504822526384942,0.00526967902770865,0.00542817271135504,0.00564618359184898,0.0354341385851602,0.00420871624719964,0.00612660094605063,0.00459051508119894,0.00618076447253684,0.0118968947671323,0.00739283010053531,0.0061172190212298,0.00678100207463808,0.00844849625100289,0.00631349400870809,0.0116810310673133,0.00906187941852492,0.00581134730502866,0.00656900631097092,0.00468521934760004,0.0219616939546596,0.00580689992934661,0.0488575085532817,0.0105632475292425,0.0218849576178635,0.0075895270323148,0.0069933753747117,0.00668747443684388,0.00583602028436724,0.0153147781845463,0.0044856605630038,0.00902341543273843,0.0119728104015959,0.00947747796035191,0.0074670850718416,0.00585237868538248,0.00648645695006008,0.00457727769173231,0.00536841316956125,0.0073791591955863,0.0051854034040819,0.00552973728937368,0.015598137671793,0.0239604697412902,0.00736726836479645,0.0101382791617534,0.0157051622434042,0.0178615631533084
Fayette,0.00562363614306202,0.00509779909061366,0.0208830219864665,0.00636114482959493,0.00551248690220269,0.0183596962751429,0.0318948973804942,0.00788106736283569,0.0318877055604362,0.0449271676400227,0.00579095639232982,0.0184557821404252,0.00657436253808251,0.0058855193503038,0.0051504387461097,0.0127635538183432,0.0137065542690914,0.00490501353733635,0.0267231688366619,0.00613339621458315,0.00559134373665871,0.0289385163456602,0.010150795315931,0.00519187658390111,0.00686870768568075,0.00674033670162831,0.00569599628876942,0.0319809410624341,0.00696649670905952,0.00553260811351739,0.0169330834018435,0.00640535823884993,0,0.0163427019291066,0.0134302668182914,0.00392672820931328,0.00670497270554614,0.0167991172296923,0.00610807261427762,0.00965407329770179,0.00948569711658374,0.0122607785065541,0.00423488812328757,0.00776113974945581,0.0216122844632751,0.00789660187913427,0.00504472396879468,0.0126768837077311,0.0118958768169056,0.00933918541299082,0.00808757407003759,0.0112778191840385,0.0182262010742552,0.00953277708326881,0.00800629108141526,0.00637244633451973,0.0202054808677347,0.00862234600824149,0.00674471692082439,0.00404134373767322,0.00659524210762716,0.00856997547576169,0.00836057446200354,0.0128980613346723,0.00407192238318928,0.0146237909692351,0.00424199500301757,0.00721246119349767,0.00455785899568529,0.00963741182485922,0.00488808782418022,0.00433268700024363,0.0064786607649482,0.00405117775367839,0.00661107273766044,0.00813517592039517,0.00419393831625301,0.0112390573008473,0.00505634073678411,0.00566121925516329,0.00998477432113612,0.00505322408486774,0.0041241041849664,0.00946534619928717,0.0166867997978675,0.00465122045344217,0.00540575720621382,0.0067426592269783,0.00794657823508101,0.00790389062953287,0.0104220251897151,0.00593551457443887,0.00798851866430154,0.00887352769174495,0.0246532904792873,0.00418718818538714,0.0111478602146809,0.00960659119264534
Floyd,0.00588455437726814,0.00523998932104771,0.0098608494976215,0.00538744492862285,0.00619268213065754,0.0106966406635588,0.0172917195091578,0.00969474632334876,0.0252133044966232,0.0126768343747881,0.00758370103161298,0.0326236218640238,0.00869882181115451,0.006996423018444,0.00545663903409304,0.00690544948610884,0.0687845956876698,0.0060465979308034,0.0309947176776343,0.0058679031270042,0.00743901715664965,0.00943604773619475,0.00570058803075622,0.00606099036928585,0.00744569664259689,0.00536528741817753,0.00535770317138502,0.00986022816826472,0.00482728272803082,0.00740694071301285,0.00737599458478471,0.00933645267127324,0.0144947907032249,0,0.0285996664192307,0.00399718569074165,0.00817236650605534,0.0190534267684554,0.00686151214101805,0.0141600206143109,0.0194392034591835,0.0175331789070608,0.00465425215452414,0.00544364490198764,0.0270597091427147,0.0125606544203461,0.0060950147888127,0.00832842963967737,0.00612716752707974,0.00871051330878961,0.00586666792994817,0.00688214609191036,0.00795097670498564,0.00692537287284046,0.0138973197334682,0.00461762944314515,0.00952560837191324,0.00554678034928285,0.00615663184326597,0.00474551230682407,0.00669828507195753,0.00705338035719583,0.00754036365526193,0.0127189311917985,0.00424287194782521,0.0416354294139215,0.00478645209016343,0.00616418750767594,0.00471772376809568,0.00585429883555398,0.00616132266532037,0.00434483300707589,0.00935364682743401,0.004684170482708,0.00917989331394853,0.00803056896224034,0.00447469563799067,0.00881317304672885,0.00489253125194868,0.00711389408280603,0.0056810657097962,0.00567128721507405,0.00484642426810323,0.0108527936369211,0.0122563472846423,0.00460221199098984,0.00538536090313444,0.00502863598372246,0.00611562768788173,0.00770634866405119,0.00660578937964684,0.00531189798310019,0.0114993380500783,0.0170705170516307,0.0142722239937214,0.00481387020524617,0.028651524036261,0.018053234415895
Franklin,0.00694330447348387,0.00601108197479636,0.00734163359862721,0.00599210816822517,0.00730242752896649,0.0113182745564472,0.0162867798861739,0.0136475667228711,0.0192957894643159,0.0112539537420802,0.00843722306939871,0.0406701079764412,0.0106690608668213,0.00840481232434246,0.00629805244463546,0.00665769443970087,0.0333450888476795,0.00638996635797593,0.0155031706005295,0.00686774246471718,0.00771477812124834,0.00762937482159242,0.00531125302658741,0.00692067357268905,0.00943935001993965,0.00582847759117603,0.00613295439671634,0.00859133229344785,0.00486066379634628,0.00730150207816427,0.00636331523912729,0.0091048096613805,0.0111696959786874,0.0268181978393207,0,0.00433565875681001,0.0104571815876717,0.0288262181014337,0.00840212663447009,0.0254403725536163,0.021021803702525,0.0402761942315419,0.00506191277696416,0.00562349363589207,0.0134702021708946,0.0155806766016099,0.00671677077444297,0.0089833053921325,0.00547933528889296,0.0111070535113078,0.0062256898122781,0.00697738261801957,0.00726176505307328,0.00756277395283828,0.0134156101377693,0.00471310837258855,0.00929031798697507,0.0055274489379538,0.00719239047338605,0.0046871815107657,0.00817984143594123,0.00814702440740923,0.00916517234803246,0.0181639389741032,0.00462828141497134,0.0162212216259234,0.0051375005726699,0.00704497744314014,0.00527726885740425,0.00573811713850067,0.006142156400889,0.00479922539679906,0.00992477306484922,0.00480526177995837,0.0107999514574531,0.0102494779595259,0.0048965785770172,0.0103740331873234,0.00552635580638787,0.00813169725599027,0.00533341755349414,0.00648698946862253,0.00488027322855027,0.0162246308830446,0.0144165918635382,0.00514315219154502,0.00621867398336423,0.00526653268265079,0.00669833341539873,0.0096862133418018,0.0067544917311138,0.00599743461022769,0.016215882472416,0.014015460441978,0.00940158697735144,0.00505976419772018,0.0168880476608217,0.0265014756715652
Fremont,0.0171604537916281,0.0219980723617511,0.00442909294279762,0.00869029466402101,0.0167515055029915,0.0061731974644519,0.00595779657972001,0.0101620488941221,0.00586050182584327,0.00550818091070414,0.00943257509069101,0.00643360715553617,0.0101621326505859,0.0134057333391616,0.0219743674973356,0.00520414592507474,0.00628546244462249,0.00932349183195881,0.00543645135114979,0.0122730689205432,0.00794256210223923,0.00466403639186037,0.0045769945385821,0.0147158790176829,0.0121958911887163,0.00745084456224755,0.0126397999688975,0.00508222955493579,0.00537361996399389,0.00703103646654372,0.00451057172401928,0.00686763258694941,0.00522786661544139,0.00600011937675987,0.00694052044079244,0,0.0116782885680958,0.00680652222103035,0.0143358899915245,0.00835605413772854,0.00691389840711329,0.00755135292177707,0.0200446429681285,0.00594271609964723,0.00525054566848203,0.0080160939686994,0.0115332930565114,0.0063860647085085,0.00437672771844901,0.00857799520275459,0.00647565667103888,0.00571673005973216,0.00499867754237934,0.00677569145449823,0.00675497473885997,0.00565801820216332,0.00564236086356467,0.00532273118405111,0.0101908898929882,0.00702255198022542,0.0124140017747748,0.0079327877864688,0.00886688854634171,0.00747735472734255,0.0647895927062806,0.00556249036055262,0.0142238607139885,0.00870800151647432,0.0377143234397184,0.00516287470525251,0.00731657384343043,0.0399297766435251,0.00775328697686303,0.00902860239705632,0.00908958219558785,0.00972103201514925,0.033327938757003,0.00725803836177908,0.0168599436837301,0.0109454921389327,0.00464359029386761,0.0185630729503151,0.00785408233492456,0.00893225587620286,0.00664841543739972,0.0243444303032748,0.0168696485628998,0.00633472097291526,0.0071742700864254,0.00986389276945803,0.0058024371392675,0.0103809802503721,0.00900061607344404,0.00622754468777565,0.00476846364404194,0.0109728013581691,0.00591336685299715,0.00745281324369488
Greene,0.015938149627583,0.0122758604009784,0.00437385967763821,0.00684798183766673,0.0241615733267679,0.00677995770949638,0.00701130293888615,0.0353063879607136,0.00705320062259545,0.00594457378767269,0.0144229102968373,0.00865724100442558,0.0284221438900939,0.0395434063046126,0.0146716038507107,0.00482133050881277,0.00856677868217776,0.00991325707436888,0.00630274792564971,0.0105480611523755,0.00985249643848782,0.00459664807664246,0.00400018028388511,0.018505174784975,0.0232403577200992,0.00600149502703483,0.00911195302858406,0.00512369565188759,0.00430596007478781,0.00804813297374789,0.00422397041286868,0.00869321240580547,0.00562803824223501,0.00773427788373599,0.0105540212298827,0.00736284354031296,0,0.00930136193719434,0.0336242353448872,0.0178822856258328,0.010516657182898,0.0124182734321244,0.00961506578814787,0.00497857510656633,0.00596149873960632,0.0149607199291736,0.0133225859995146,0.00654367108001101,0.00391687262854027,0.0109339643944165,0.00561029632846004,0.00532334200450369,0.00479912960501282,0.00645548831480339,0.00945992479432344,0.00438118672506495,0.00580142007778105,0.00454919282629408,0.0093303859094412,0.0058438405217272,0.0150210784068501,0.00793034731178044,0.00995720449846476,0.0103839392765339,0.00835097919519031,0.00669411553147328,0.00919292095300592,0.00784723238532895,0.0103003538817381,0.00451829561823632,0.00749257655771054,0.00834402416026504,0.0112302969579125,0.00693607507041614,0.0179040347417623,0.0131332539810409,0.00928865171274407,0.00809258372405991,0.00901507995734774,0.0185538720395331,0.00404950685120033,0.017144556954907,0.00650758709784584,0.0166679859553342,0.00796642278027923,0.00885653458555501,0.0113299066722592,0.00502558116779844,0.0063673214228771,0.0126378809677295,0.0053213385338525,0.00776109865998127,0.0243654388257039,0.00815453517029175,0.00499706788489481,0.00813645549721937,0.00752077059025978,0.0129283337692554
Grundy,0.00686206828935778,0.00593880430720789,0.00779991304337186,0.00691317830948573,0.00672085346939052,0.0182710752679559,0.02779435483013,0.0121385982742973,0.0254619647769518,0.0158961806720732,0.00673264133474896,0.0421070898058409,0.00844155967600295,0.0073641985717744,0.00606940547649236,0.00845184167079715,0.0171142701366429,0.00532983549410615,0.0148966761162483,0.0074157103294021,0.00610165175278315,0.00886812627369616,0.00631528975159297,0.00608776110554573,0.0094269742977531,0.00689801405827799,0.00659242812138777,0.0109807206843826,0.00574926681820184,0.00577346342034789,0.0074828999276577,0.00683384235332366,0.0137666353143563,0.0176046077619673,0.0284035290878923,0.00418960382872598,0.00908087851556174,0,0.00786421070581143,0.017487890137499,0.0119793719688247,0.0346462192268897,0.0046163077464876,0.00684024899885309,0.0122690717534315,0.0103488096849311,0.00570787501675617,0.0128075891176803,0.00640772592984656,0.014325119405779,0.00770376586202961,0.0090702411376025,0.00917597324500032,0.0098874206006119,0.00902102362199625,0.0055138535875481,0.0131881705686824,0.00673850641292674,0.00817394036476688,0.00401834419818741,0.00859437932986529,0.0103425809885042,0.0112904104348571,0.0339163070806251,0.00440331529359177,0.012155466818068,0.00457767077725182,0.00837138488476289,0.00510829177910569,0.00704820619710426,0.00504151587315486,0.00473819925988873,0.00738933072047055,0.00417613989611594,0.0081850918027959,0.0118687033649951,0.00457881445880608,0.0150815603027161,0.00571372689062377,0.00671762220798535,0.0063677306134951,0.0059090064975639,0.00418861831538346,0.0175599181226319,0.0283220461887191,0.00517251165492434,0.00636058543204162,0.00624608952338747,0.0082932132676558,0.0111722729086402,0.00868908270203132,0.00667724522992365,0.0116471638287246,0.00938236526957254,0.0095184121386802,0.00443023336878613,0.011137596384766,0.0139595979739099
Guthrie,0.0300839924735457,0.0194255669813472,0.00404675648040707,0.00774489398759406,0.0426635505236413,0.00644006746250235,0.00634576397069931,0.0221256635302667,0.00624863755843712,0.00551883864414388,0.0108679079492251,0.0073859288110805,0.0161111727349565,0.031319563862731,0.02521917658678,0.00473878005941767,0.00705509641360402,0.0084997845444484,0.00555160697301637,0.0137453727854012,0.00795693198085417,0.00430886172672794,0.0039420343860527,0.0181111276996945,0.0333129539779223,0.00652857688403119,0.0117095764359039,0.00483370808912173,0.00444371161521873,0.00668178076072926,0.00403783981519253,0.00699921064859189,0.00515594200291843,0.00653033678183709,0.00852778697879893,0.00908939204294335,0.0338139746966826,0.00810060817642426,0,0.0126696139669594,0.00810920037000921,0.0100797140317855,0.0105986217874029,0.00515571338997179,0.00525196906763935,0.0104137435261703,0.0115383490876078,0.00645970371898654,0.0038023133843671,0.0111209386260486,0.00584939677168443,0.005309611250156,0.00461712797600211,0.00662619469606683,0.00742483068122265,0.00458648712010509,0.00555001165162647,0.00460864950082046,0.0110531623854389,0.00532494454373238,0.0210244662889677,0.00840340914621088,0.0107223070115715,0.00941182123454643,0.0103005513133138,0.0057283222163477,0.00927305722967568,0.00875163296928963,0.0143670074239015,0.00452423951891811,0.00643846206457718,0.0110506998448634,0.00857962949468262,0.00648073163568126,0.0120176762594304,0.0142466965383643,0.0111740567170265,0.00803814004129155,0.0121880597434344,0.0138683016466802,0.00400123902459343,0.0216890351241937,0.00594303155503309,0.0143431398998605,0.00742644910749798,0.0120913228161265,0.0167611197793965,0.00532085965743876,0.00674613541741172,0.0140630554384387,0.00534925583580157,0.00926746906433276,0.0143635504875052,0.00661292224927418,0.00452729378746214,0.00775846109756936,0.00624459452149562,0.0095290222310988
Hamilton,0.00929859528057345,0.0077116800635691,0.00569863506605916,0.00663849722410101,0.0101859624023852,0.00944171371878639,0.010914024134443,0.028455448820095,0.011363483289973,0.00841224632745289,0.0108418711550881,0.0164397963512907,0.0164555814766847,0.0123717989451244,0.00827678334701002,0.00589724382475129,0.015488594029338,0.00763881116019666,0.00958481994401069,0.00852491041569343,0.00890157110137956,0.0060074602078099,0.00473741254707264,0.00928824522962812,0.0140906464690243,0.00616852438749265,0.00741230967386026,0.00681001954507746,0.00472318461934583,0.00789296162364769,0.00529208900069112,0.00951860258159629,0.00798492321872281,0.0132049253134092,0.0253003720623153,0.00519119976638653,0.0176206998887948,0.0176504678620047,0.0124142275877019,0,0.0177967363131285,0.0356174243276783,0.00622826955038417,0.00551908454573142,0.00876960835629599,0.0207307048497136,0.0085511838315269,0.00830418150112408,0.00473816163271891,0.0131665096190244,0.00622340111980097,0.00641937468028509,0.00609629912958875,0.00751448010331602,0.0127544970991301,0.00468184728397483,0.0077196876906432,0.00520821237027573,0.00856322052539487,0.00512417760849029,0.0110193693462411,0.0087962684692361,0.0107298087368992,0.0175608949812507,0.00562632130640435,0.0101914817508397,0.00624093304395234,0.00789326816048454,0.00659756477033571,0.00528573880773415,0.00678235906344868,0.00582997708647108,0.0115006134386303,0.00550613379867806,0.014992204374381,0.0134151201140728,0.00602383914257952,0.010363866808437,0.00673641282658863,0.0110032569865888,0.00478210240397848,0.00863458418476055,0.00546491064116798,0.0269757639783725,0.0119769026543779,0.00628437136210355,0.00787711593923297,0.00533717515152499,0.00693530572530647,0.0124898560462996,0.00631571151957796,0.00694281391187505,0.0345686527310324,0.0115500641081759,0.00683233108211387,0.00598620621639553,0.011487789226211,0.0278855083034264
